userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1285829,23,10,1990,11,male,199,51,41,0,0,0,0,0,0
1290756,64,10,1949,12,male,295,51,35,0,0,0,0,0,0
1619824,20,6,1993,12,male,177,50,30,0,0,0,0,0,0
1113431,27,4,1986,1,male,5,50,41,0,43,0,21,0,22
2178404,56,2,1957,1,male,321,51,49,0,0,0,0,0,0
1275078,65,11,1948,1,male,266,51,14,0,0,0,0,0,0
1183592,51,2,1962,3,male,351,51,21,0,2,0,0,0,2
1509563,20,8,1993,5,male,144,51,41,0,1,0,1,0,0
1541888,31,18,1982,6,male,418,50,39,0,0,0,0,0,0
1875795,26,14,1987,9,female,631,51,25,0,1,0,1,0,0
2112254,59,21,1954,9,male,382,51,35,0,0,0,0,0,0
1991564,65,15,1948,11,male,200,50,32,0,0,0,0,0,0
1557449,38,10,1975,5,male,497,51,33,0,0,0,0,0,0
1976189,52,2,1961,6,female,660,51,33,0,0,0,0,0,0
1752345,53,1,1960,7,male,543,50,26,0,0,0,0,0,0
1667036,28,23,1985,12,female,185,50,27,0,5,0,2,0,3
1079236,56,22,1957,1,male,320,51,31,0,0,0,0,0,0
2190007,79,7,1934,2,female,432,50,36,0,4,0,0,0,4
1651212,36,1,1977,6,male,569,50,40,0,0,0,0,0,0
2077636,18,23,1995,6,female,421,51,43,0,0,0,0,0,0
1039889,25,4,1988,6,male,318,51,19,0,42,0,16,0,26
2108134,58,14,1955,7,male,47,51,50,0,3,0,1,0,2
1841480,95,19,1918,1,male,226,51,40,0,0,0,0,0,0
1180755,20,23,1993,3,male,381,51,44,0,0,0,0,0,0
1476685,54,11,1959,4,male,348,50,35,0,26,0,22,0,4
1770474,36,11,1977,7,male,409,51,40,0,2,0,1,0,1
2148981,48,24,1965,9,male,568,50,24,0,0,0,0,0,0
1931528,25,1,1988,10,female,476,50,1,0,0,0,0,0,0
1596232,23,24,1990,11,female,614,51,45,0,1,0,1,0,0
1187221,61,1,1952,12,male,190,51,50,0,0,0,0,0,0
1453829,68,31,1945,1,male,148,51,40,0,0,0,0,0,0
1246880,73,18,1940,2,male,174,51,28,0,12,0,8,0,4
2017974,58,9,1955,2,male,15,51,45,0,0,0,0,0,0
1272974,20,27,1993,3,male,447,51,2,0,0,0,0,0,0
2062977,62,24,1951,3,male,430,51,48,0,2,0,0,0,2
2021060,47,25,1966,3,male,27,51,48,0,41,0,38,0,3
1922073,79,26,1934,4,male,374,51,39,0,1,0,1,0,0
1934356,21,27,1992,4,female,156,51,41,0,0,0,0,0,0
2050988,13,10,2000,5,male,758,50,20,0,0,0,0,0,0
1065630,15,3,1998,6,female,432,51,23,0,0,0,0,0,0
1540243,14,22,1999,7,male,609,51,23,0,0,0,0,0,0
1489504,14,15,1999,10,female,805,51,37,0,0,0,0,0,0
2075067,14,15,1999,10,male,680,51,42,0,0,0,0,0,0
1874856,14,25,1999,1,male,324,51,1,0,4,0,3,0,1
1080675,14,13,1999,3,male,539,50,40,0,0,0,0,0,0
1501528,14,18,1999,3,male,283,51,44,0,0,0,0,0,0
2000099,16,29,1997,4,male,436,51,37,0,1,0,0,0,1
2090943,15,1,1998,10,male,108,51,33,0,9,0,8,0,1
1656534,15,8,1998,12,male,35,50,49,0,0,0,0,0,0
1258514,15,16,1998,1,male,124,50,45,0,1,0,1,0,0
1566410,15,13,1998,1,male,80,50,45,0,0,0,0,0,0
1730778,15,27,1998,4,female,76,51,44,0,3,0,3,0,0
2119105,15,18,1998,5,male,340,50,41,0,0,0,0,0,0
1586816,15,17,1998,6,male,316,50,32,0,0,0,0,0,0
1829818,15,8,1998,7,female,443,50,4,0,0,0,0,0,0
1820549,17,4,1996,1,male,53,51,46,0,0,0,0,0,0
1662547,16,8,1997,9,male,215,50,44,0,4,0,3,0,1
1715255,16,11,1997,10,female,523,51,32,0,0,0,0,0,0
1944412,16,27,1997,11,male,524,51,39,0,13,0,8,0,5
1719279,16,25,1997,11,male,523,50,35,0,0,0,0,0,0
1574987,17,30,1996,1,male,220,51,24,0,0,0,0,0,0
1183549,17,14,1996,3,male,395,51,36,0,0,0,0,0,0
1026126,17,19,1996,3,male,448,51,31,0,2,0,2,0,0
1903093,17,8,1996,4,male,434,51,46,0,11,0,8,0,3
1424168,17,27,1996,12,male,254,51,38,0,0,0,0,0,0
1313613,17,16,1996,2,male,654,50,42,0,19,0,7,0,12
1428586,17,25,1996,5,female,974,51,12,0,1,0,0,0,1
1483566,17,13,1996,5,female,507,51,13,0,3,0,1,0,2
1195173,18,8,1995,6,male,319,51,37,0,6,0,0,0,6
1868348,18,4,1995,8,male,415,50,21,0,0,0,0,0,0
1267096,18,26,1995,1,male,181,51,13,0,2,0,2,0,0
2118158,18,18,1995,3,male,110,51,37,0,0,0,0,0,0
1790143,18,25,1995,5,female,373,51,17,0,3,0,1,0,2
1570906,18,22,1995,8,male,206,50,3,0,0,0,0,0,0
1871308,18,23,1995,12,male,415,50,33,0,0,0,0,0,0
1014168,18,25,1995,12,male,275,50,40,0,2,0,0,0,2
1205564,18,28,1995,12,female,247,50,11,0,0,0,0,0,0
1851368,18,9,1995,12,male,246,51,51,0,0,0,0,0,0
1273624,18,12,1995,2,female,452,50,19,0,0,0,0,0,0
1644432,18,9,1995,4,male,728,51,25,0,0,0,0,0,0
1258951,20,25,1993,4,male,289,51,27,0,0,0,0,0,0
2044124,20,19,1993,7,female,544,50,25,0,0,0,0,0,0
1915594,20,13,1993,8,male,619,51,35,0,3,0,3,0,0
1560249,19,21,1994,9,female,443,50,2,0,4,0,2,0,2
1806756,19,27,1994,7,male,232,51,16,0,1,0,1,0,0
1739413,19,18,1994,9,male,724,51,24,0,0,0,0,0,0
1324752,19,5,1994,2,male,517,50,24,0,0,0,0,0,0
1385426,19,23,1994,2,male,443,50,39,0,0,0,0,0,0
2100736,19,21,1994,4,male,926,51,28,0,3,0,1,0,2
2135154,20,1,1993,10,female,411,51,27,0,4,0,4,0,0
1599558,20,23,1993,2,male,129,51,51,0,0,0,0,0,0
2169035,20,20,1993,4,male,352,50,22,0,0,0,0,0,0
1994030,20,28,1993,2,male,261,50,36,0,0,0,0,0,0
2050380,20,11,1993,8,male,526,51,32,0,2,0,2,0,0
1227724,20,25,1993,11,male,500,51,40,0,0,0,0,0,0
1040899,22,19,1991,1,male,242,51,34,0,0,0,0,0,0
1969439,22,10,1991,2,female,312,51,34,0,0,0,0,0,0
1808253,22,19,1991,2,male,1183,51,9,0,0,0,0,0,0
1255117,21,14,1992,8,male,498,50,50,0,0,0,0,0,0
1110845,21,1,1992,10,male,214,51,19,0,0,0,0,0,0
1484488,21,1,1992,4,male,748,51,38,0,0,0,0,0,0
1631584,21,30,1992,4,female,152,50,41,0,0,0,0,0,0
1327898,21,2,1992,1,male,533,51,11,0,4,0,1,0,3
1052243,21,13,1992,2,male,1397,50,13,0,0,0,0,0,0
2000550,21,10,1992,2,male,756,51,41,0,0,0,0,0,0
2099806,21,1,1992,3,male,473,51,32,0,0,0,0,0,0
2024383,23,26,1990,3,male,471,51,22,0,0,0,0,0,0
1756673,22,20,1991,5,male,401,50,45,0,0,0,0,0,0
1273096,22,9,1991,6,male,483,51,11,0,11,0,2,0,9
1345552,22,6,1991,3,female,402,50,19,0,0,0,0,0,0
1875423,24,25,1989,5,male,1095,51,23,0,0,0,0,0,0
1967759,23,13,1990,5,male,304,50,18,0,5,0,0,0,5
1635335,23,10,1990,9,female,916,51,14,0,0,0,0,0,0
1850557,23,15,1990,10,male,783,50,11,0,0,0,0,0,0
1893774,23,22,1990,6,male,318,50,38,0,1,0,1,0,0
1044423,23,29,1990,2,female,1166,51,22,0,0,0,0,0,0
1652420,23,31,1990,2,male,1080,50,21,0,0,0,0,0,0
1867521,24,30,1989,4,male,658,51,31,0,0,0,0,0,0
1255264,24,14,1989,5,male,260,51,36,0,0,0,0,0,0
1337111,24,9,1989,8,male,469,50,30,0,0,0,0,0,0
2150614,24,21,1989,7,female,182,51,28,0,0,0,0,0,0
1418053,24,14,1989,7,male,56,50,9,0,0,0,0,0,0
2042137,24,27,1989,11,female,1352,50,21,0,0,0,0,0,0
1554474,26,24,1987,1,male,1588,51,26,0,0,0,0,0,0
1429268,26,24,1987,1,female,1484,51,29,0,0,0,0,0,0
1053810,25,1,1988,5,male,1458,51,33,0,2,0,0,0,2
1150077,25,14,1988,9,male,1382,50,22,0,8,0,0,0,8
1127944,25,20,1988,10,male,1458,50,18,0,1,0,1,0,0
1752291,25,3,1988,4,male,386,51,48,0,5,0,5,0,0
1130034,25,30,1988,11,female,522,51,27,0,0,0,0,0,0
1389148,25,14,1988,1,male,1172,50,44,0,0,0,0,0,0
1128941,25,8,1988,3,male,1137,51,11,0,2,0,1,0,1
1054559,25,17,1988,5,female,284,50,37,0,1,0,0,0,1
1353294,25,20,1988,4,male,483,51,19,0,2,0,2,0,0
2116656,25,1,1988,11,male,1635,51,12,0,1,0,0,0,1
1575940,25,28,1988,1,male,1206,50,15,0,0,0,0,0,0
1676672,25,17,1988,7,female,1539,51,35,0,1,0,0,0,1
1533119,25,28,1988,8,male,1042,50,25,0,0,0,0,0,0
1272101,26,1,1987,10,female,985,51,31,0,1,0,0,0,1
2008256,26,15,1987,7,female,652,51,25,0,4,0,4,0,0
1936147,26,29,1987,7,male,291,51,45,0,0,0,0,0,0
1274687,26,17,1987,9,female,445,51,30,0,0,0,0,0,0
2032676,26,23,1987,8,male,518,50,16,0,22,0,22,0,0
1091317,28,7,1985,9,female,1065,50,25,0,0,0,0,0,0
1839846,27,12,1986,10,female,580,51,13,0,0,0,0,0,0
1674000,27,8,1986,12,male,1373,51,26,0,11,0,2,0,9
1142659,27,3,1986,1,female,563,50,30,0,0,0,0,0,0
1206680,27,29,1986,7,female,216,50,42,0,1,0,1,0,0
1115635,27,17,1986,10,female,157,50,25,0,0,0,0,0,0
1295322,27,8,1986,11,male,273,50,33,0,3,0,1,0,2
1648208,28,5,1985,2,male,1163,51,27,0,0,0,0,0,0
2188045,28,28,1985,5,female,2200,51,20,0,0,0,0,0,0
1193741,28,26,1985,7,male,1406,50,21,0,0,0,0,0,0
1234145,30,20,1983,9,female,412,51,9,0,0,0,0,0,0
2094637,30,11,1983,6,female,370,51,43,0,0,0,0,0,0
1443751,29,7,1984,12,male,1118,51,29,0,0,0,0,0,0
1410290,29,23,1984,2,male,623,50,35,0,0,0,0,0,0
1811319,29,8,1984,6,female,1654,50,30,0,1,0,1,0,0
1876877,29,3,1984,7,male,243,51,47,0,0,0,0,0,0
1763938,31,16,1982,2,female,210,50,20,1,0,0,0,1,0
1978252,30,12,1983,4,female,324,51,36,1,0,0,0,1,0
1038362,30,28,1983,3,male,348,50,47,1,0,0,0,1,0
2127722,30,24,1983,5,male,452,51,44,1,0,0,0,1,0
1705845,30,2,1983,7,male,117,50,21,1,0,0,0,1,0
1945062,30,7,1983,9,male,594,50,37,1,0,0,0,1,0
1157199,31,6,1982,9,male,390,50,28,1,0,0,0,1,0
1639954,31,2,1982,4,male,603,51,51,1,0,0,0,1,0
1653297,31,13,1982,4,male,815,51,29,1,0,0,0,1,0
1794179,31,24,1982,8,male,181,51,37,1,0,0,0,1,0
1670862,33,10,1980,6,female,420,51,0,1,0,0,0,1,0
1578994,33,22,1980,6,male,250,51,47,1,0,0,0,1,0
1965733,33,29,1980,1,male,256,50,34,1,1,0,0,1,1
1320402,33,10,1980,10,female,369,50,42,1,1,0,1,1,0
1413604,32,18,1981,5,male,1102,50,31,1,1,0,0,1,1
2129882,32,19,1981,2,male,1152,51,24,1,1,0,1,1,0
1095198,32,14,1981,11,female,359,50,34,1,1,0,0,1,1
1925574,32,19,1981,9,male,370,50,47,1,4,0,1,1,3
1046062,32,11,1981,12,male,286,51,31,1,4,0,4,1,0
1615898,32,29,1981,8,female,299,50,11,1,5,0,3,1,2
1448340,33,19,1980,6,male,635,51,11,1,5,0,2,1,3
1736225,33,10,1980,10,male,708,51,19,1,2,0,2,1,0
1124200,36,18,1977,7,male,946,50,29,1,10,0,3,1,7
1283703,36,8,1977,1,female,812,50,23,1,3,0,2,1,1
1481242,37,4,1976,5,male,1702,51,21,1,2,0,1,1,1
1516185,37,14,1976,4,male,1736,50,12,1,12,0,6,1,6
1722216,38,12,1975,8,male,148,51,16,1,0,1,0,0,0
1070763,38,20,1975,9,female,116,51,35,1,0,1,0,0,0
1894255,39,5,1974,3,male,104,50,38,1,0,1,0,0,0
1194407,39,26,1974,1,male,101,50,44,1,0,1,0,0,0
1926777,41,15,1972,12,female,428,50,11,1,0,1,0,0,0
1407921,40,5,1973,7,male,420,50,39,1,0,1,0,0,0
1968313,40,1,1973,10,male,402,50,36,1,0,1,0,0,0
1890717,41,27,1972,1,female,256,51,34,1,0,1,0,0,0
1128947,41,19,1972,12,male,430,50,43,1,0,1,0,0,0
1001623,41,15,1972,3,male,417,51,15,1,0,1,0,0,0
1595209,42,28,1971,5,male,417,51,40,1,0,1,0,0,0
1529705,42,12,1971,7,male,250,51,22,1,0,1,0,0,0
1623984,43,14,1970,1,female,535,50,20,1,0,1,0,0,0
1914212,43,18,1970,4,female,261,51,18,1,0,1,0,0,0
1569552,43,14,1970,4,male,158,50,41,1,0,1,0,0,0
1970701,43,17,1970,1,male,446,50,23,1,0,1,0,0,0
1724847,43,8,1970,7,male,179,51,40,1,0,1,0,0,0
1569110,43,12,1970,5,male,414,50,13,1,0,1,0,0,0
1245674,43,5,1970,5,female,435,51,25,1,0,1,0,0,0
1441762,45,10,1968,2,male,233,51,27,1,0,1,0,0,0
1862442,46,11,1967,1,male,249,51,20,1,0,1,0,0,0
2014127,46,13,1967,12,male,370,50,23,1,0,1,0,0,0
1549695,46,5,1967,12,male,220,50,40,1,0,1,0,0,0
2091006,47,13,1966,1,female,119,50,25,1,0,1,0,0,0
1338760,48,22,1965,3,male,297,50,43,1,0,1,0,0,0
1601735,49,28,1964,11,male,1508,50,28,1,0,1,0,0,0
1646600,50,22,1963,5,male,62,51,45,1,1,1,0,0,1
1186091,50,18,1963,1,female,449,51,26,1,1,1,1,0,0
2120524,50,17,1963,10,male,215,50,21,1,1,1,1,0,0
1846554,50,22,1963,5,male,335,50,29,1,1,1,1,0,0
1622703,51,26,1962,9,male,135,50,24,1,1,1,1,0,0
1933516,51,11,1962,1,male,435,50,35,1,1,1,1,0,0
2179724,53,5,1960,8,male,655,51,27,1,1,1,1,0,0
2035013,52,8,1961,3,female,1231,51,15,1,1,1,1,0,0
2117582,52,10,1961,7,male,135,51,30,1,2,1,2,0,0
1917839,52,29,1961,5,male,234,50,42,1,2,1,1,0,1
1103129,53,5,1960,8,male,323,51,47,1,5,1,1,0,4
1464831,53,24,1960,10,male,221,50,37,1,9,1,5,0,4
1341158,55,27,1958,6,female,442,50,33,1,2,1,2,0,0
1692391,59,18,1954,4,male,495,50,24,1,12,1,11,0,1
1179551,58,1,1955,7,male,134,51,22,1,3,1,3,0,0
1049811,59,6,1954,6,female,883,51,14,1,3,1,3,0,0
1475563,59,24,1954,1,male,91,50,47,1,4,1,4,0,0
1778874,62,17,1951,8,female,480,51,31,1,3,1,2,0,1
1103576,64,9,1949,7,male,323,50,35,1,8,1,2,0,6
2107105,63,6,1950,7,female,293,51,31,1,2,1,1,0,1
1756069,63,27,1950,10,male,138,51,36,1,7,1,6,0,1
2170094,64,29,1949,3,male,269,50,36,1,4,1,4,0,0
2078151,64,10,1949,8,male,161,50,37,1,2,1,2,0,0
2188334,65,7,1948,5,male,401,51,8,1,3,1,2,0,1
2106045,65,22,1948,11,female,422,50,31,1,8,1,8,0,0
1271595,65,28,1948,12,female,1112,51,19,1,2,1,2,0,0
1709420,66,28,1947,9,female,529,51,17,1,7,1,6,0,1
1719357,66,15,1947,8,female,186,51,25,1,2,1,2,0,0
1409040,71,12,1942,1,male,1821,51,19,1,25,1,16,0,9
2149645,73,29,1940,6,male,493,51,44,2,0,0,0,2,0
1364863,72,25,1941,11,male,880,50,20,2,0,0,0,2,0
1614283,72,28,1941,9,female,184,50,27,2,2,0,2,2,0
1017823,73,19,1940,4,male,429,51,26,2,2,0,0,2,2
1110072,76,10,1937,10,female,381,50,22,2,2,0,0,2,2
1687865,75,8,1938,9,female,250,50,35,2,8,0,2,2,6
1257534,76,9,1937,1,male,355,51,32,2,12,0,5,2,7
1489361,76,28,1937,1,male,339,51,39,2,10,0,5,2,5
1502001,95,9,1918,1,male,85,50,33,2,17,0,8,2,9
2152739,97,9,1916,3,male,631,51,37,2,7,0,4,2,3
1386179,103,18,1910,1,male,406,51,35,2,12,0,6,2,6
2146321,108,27,1905,7,female,793,51,31,2,7,0,4,2,3
2069677,108,17,1905,11,female,549,51,44,2,6,0,3,2,3
1916863,108,5,1905,10,male,531,51,25,2,49,0,7,2,42
1312567,13,14,2000,5,female,1362,50,29,2,5,0,3,2,2
2163477,15,16,1998,7,male,66,51,37,2,12,0,0,2,12
1126930,18,17,1995,5,male,614,50,22,2,3,0,3,2,0
1463585,20,18,1993,5,male,109,50,43,2,131,0,13,2,118
1068541,30,27,1983,6,male,1826,50,23,2,4,0,2,2,2
1251635,31,2,1982,6,male,1327,51,42,2,0,1,0,1,0
1191636,41,20,1972,8,male,108,51,39,2,19,1,17,1,2
1319013,43,5,1970,6,male,156,50,39,2,0,2,0,0,0
1285674,45,30,1968,4,female,355,51,11,2,0,2,0,0,0
1114090,54,28,1959,11,female,466,51,26,2,0,2,0,0,0
1193815,55,29,1958,8,female,395,51,35,2,0,2,0,0,0
1831315,60,14,1953,2,male,248,51,24,2,0,2,0,0,0
2037280,17,3,1996,1,male,275,50,17,2,0,2,0,0,0
1695851,50,3,1963,11,male,34,51,49,2,0,2,0,0,0
1440866,57,9,1956,12,male,76,50,34,2,1,2,1,0,0
1250066,70,20,1943,5,male,162,51,43,2,1,2,1,0,0
1097938,90,2,1923,9,male,406,51,25,2,1,2,1,0,0
1304792,22,16,1991,12,male,405,51,42,2,1,2,1,0,0
1973850,49,2,1964,6,male,631,50,19,2,1,2,1,0,0
1169694,53,20,1960,8,male,78,50,46,2,1,2,1,0,0
1321385,54,12,1959,8,male,396,50,42,2,2,2,2,0,0
1769036,59,22,1954,3,male,80,50,36,2,2,2,2,0,0
1559998,61,8,1952,5,male,275,50,28,2,2,2,2,0,0
1204028,62,31,1951,12,female,700,51,41,2,4,2,4,0,0
1939546,70,12,1943,5,male,230,50,15,2,9,2,8,0,1
1027006,72,26,1941,9,female,452,51,35,2,10,2,7,0,3
1775409,15,12,1998,5,female,206,50,14,2,7,2,4,0,3
1194385,15,23,1998,1,male,32,50,42,2,16,2,5,0,11
2113544,16,9,1997,6,male,157,51,45,2,10,2,10,0,0
1185657,18,16,1995,1,male,139,50,36,2,17,2,8,0,9
1119520,21,26,1992,5,male,456,50,20,2,4,2,3,0,1
1207359,22,2,1991,3,male,201,51,31,2,15,2,9,0,6
1675365,22,23,1991,10,female,278,50,38,2,4,2,2,0,2
1219005,23,8,1990,8,female,784,51,28,2,24,2,22,0,2
1588263,25,28,1988,6,female,249,51,42,3,1,0,1,3,0
2025639,25,18,1988,9,male,614,50,30,3,3,0,1,3,2
1378203,26,16,1987,7,male,501,51,23,3,17,0,3,3,14
1846398,26,31,1987,10,female,1429,51,22,3,24,0,5,3,19
1735429,28,11,1985,7,male,599,51,36,3,8,0,5,3,3
2165121,29,18,1984,11,female,221,50,30,3,10,0,1,3,9
1794203,29,21,1984,7,male,391,50,41,3,0,2,0,1,0
1540654,32,29,1981,7,male,479,50,31,3,0,2,0,1,0
1964007,32,22,1981,2,male,1946,51,9,3,1,1,1,2,0
1789685,34,9,1979,3,male,42,51,41,3,4,1,1,2,3
1731599,36,11,1977,12,female,231,51,36,3,3,1,1,2,2
1638168,43,22,1970,11,male,323,50,34,3,0,3,0,0,0
1059376,44,1,1969,10,male,218,51,26,3,0,3,0,0,0
2129687,52,7,1961,8,female,239,50,32,3,0,3,0,0,0
1750293,55,3,1958,1,male,476,50,38,3,0,3,0,0,0
2055495,62,31,1951,8,male,1153,51,16,3,0,3,0,0,0
2022497,62,14,1951,7,female,694,50,39,3,0,3,0,0,0
2036326,70,7,1943,6,female,440,50,16,3,1,3,1,0,0
1062368,21,15,1992,8,male,312,50,18,3,3,3,3,0,0
1911657,27,3,1986,8,male,130,50,23,3,3,3,3,0,0
1579990,37,10,1976,11,male,243,51,12,3,2,3,2,0,0
1229158,46,25,1967,11,male,108,51,28,3,2,3,2,0,0
1021462,47,18,1966,5,female,350,51,27,3,2,3,2,0,0
1763875,49,3,1964,5,female,82,51,33,3,7,3,6,0,1
1509345,68,17,1945,11,male,186,50,15,3,36,3,28,0,8
1946755,79,16,1934,3,female,581,51,12,3,96,3,75,0,21
1945716,16,17,1997,6,male,560,51,25,3,6,3,6,0,0
2075521,17,1,1996,2,male,76,51,43,3,7,3,6,0,1
1779931,19,3,1994,10,female,177,50,33,3,8,3,8,0,0
1861448,19,27,1994,1,male,755,50,43,3,10,3,6,0,4
1090883,21,21,1992,2,male,215,51,48,4,2,0,0,4,2
2081613,23,14,1990,12,female,349,51,28,4,1,0,1,4,0
1204882,24,15,1989,4,male,303,51,42,4,1,0,0,4,1
2032750,28,6,1985,10,male,537,50,27,4,0,1,0,3,0
1839306,29,11,1984,5,male,1860,50,31,4,2,1,2,3,0
1672008,29,10,1984,11,male,109,51,49,4,8,2,3,2,5
1317854,31,8,1982,3,female,471,51,31,4,50,2,20,2,30
2057768,31,6,1982,4,male,394,51,25,4,12,1,8,3,4
1962813,36,10,1977,8,male,1807,50,15,4,7,3,5,1,2
1964942,37,23,1976,4,male,90,51,41,4,0,4,0,0,0
1297826,37,17,1976,8,male,68,50,46,4,0,4,0,0,0
1170784,44,5,1969,11,male,341,51,26,4,0,4,0,0,0
1010837,48,23,1965,12,male,997,51,3,4,0,4,0,0,0
2180424,57,15,1956,9,male,331,50,30,4,0,4,0,0,0
1621993,60,25,1953,12,male,180,50,34,4,1,4,0,0,1
2182521,64,14,1949,2,male,220,51,40,4,2,4,0,0,2
1755986,70,8,1943,3,female,528,50,39,4,1,4,1,0,0
1809378,18,19,1995,6,male,448,50,40,4,3,4,3,0,0
2124155,20,22,1993,8,male,73,51,36,4,3,4,2,0,1
1410479,41,29,1972,11,male,964,51,31,4,3,4,1,0,2
1022914,52,24,1961,1,female,298,50,4,4,18,4,17,0,1
1548625,66,11,1947,2,male,39,51,39,4,8,4,0,0,8
1220763,18,3,1995,11,female,222,50,43,4,43,4,19,0,24
1619727,20,1,1993,11,female,142,50,42,4,12,4,10,0,2
1014272,23,2,1990,10,female,463,51,37,4,20,4,16,0,4
2175240,26,23,1987,6,male,396,51,7,5,0,0,0,5,0
2062620,46,29,1967,1,male,1495,51,30,5,0,0,0,5,0
1156538,51,29,1962,5,male,1754,50,21,5,2,0,1,5,1
1820214,55,24,1958,7,male,1708,51,27,5,5,0,3,5,2
1560719,60,16,1953,10,male,29,51,28,5,5,0,3,5,2
1481688,61,11,1952,3,female,478,51,27,5,15,0,7,5,8
1291109,62,12,1951,5,female,158,51,12,5,9,0,4,5,5
1502430,62,20,1951,2,male,445,50,31,5,8,0,0,5,8
1280308,71,18,1942,8,male,567,51,28,5,2,3,2,2,0
1011205,74,15,1939,10,female,445,50,43,5,18,4,10,1,8
1869974,75,3,1938,9,male,57,50,46,5,0,5,0,0,0
1511782,64,6,1949,2,female,561,50,41,5,0,5,0,0,0
2117200,18,20,1995,12,male,305,51,43,5,0,5,0,0,0
1517181,17,20,1996,8,male,559,51,41,5,3,5,2,0,1
1455250,19,13,1994,9,female,268,50,28,5,1,5,0,0,1
1240815,30,12,1983,12,female,253,50,21,5,2,5,2,0,0
1579173,31,28,1982,12,male,443,50,6,5,1,5,0,0,1
1449954,33,12,1980,2,male,362,51,45,5,3,5,1,0,2
1647105,39,23,1974,1,female,153,51,33,5,2,5,1,0,1
1859684,46,21,1967,5,male,688,51,10,5,1,5,1,0,0
1204890,14,25,1999,1,male,341,51,45,5,6,5,2,0,4
1897446,16,4,1997,2,female,71,50,26,5,46,5,41,0,5
1222320,33,11,1980,6,male,450,51,46,5,66,5,50,0,16
1449900,40,29,1973,1,male,159,50,39,5,72,5,36,0,36
1505904,41,25,1972,4,male,797,51,29,6,0,0,0,6,0
1259852,48,1,1965,8,male,1982,50,19,6,3,0,2,6,1
2091055,19,15,1994,11,female,2036,50,11,6,2,0,2,6,0
1915432,23,16,1990,8,male,78,51,41,6,9,0,8,6,1
1920996,33,1,1980,1,male,11,51,46,6,21,3,18,3,3
1069017,19,21,1994,2,female,164,50,29,6,15,4,5,2,10
1039288,19,10,1994,1,female,22,51,34,6,92,5,32,1,60
1962882,21,3,1992,12,female,8,50,10,6,1,6,1,0,0
1051558,24,24,1989,7,male,1072,51,39,6,2,6,2,0,0
1842060,25,1,1988,1,male,93,50,34,6,1,6,1,0,0
2122373,25,9,1988,7,male,62,50,47,6,3,6,1,0,2
1801264,33,29,1980,11,male,223,51,27,6,4,6,4,0,0
2153561,34,16,1979,9,male,1456,50,20,6,5,6,1,0,4
1990611,38,24,1975,4,male,257,51,34,6,12,6,1,0,11
1406376,65,20,1948,10,male,159,51,28,6,29,6,10,0,19
1048048,100,23,1913,12,male,311,51,44,7,0,0,0,7,0
1793836,59,24,1954,9,female,270,51,35,7,1,0,1,7,0
1094904,16,9,1997,9,male,364,50,34,7,1,0,0,7,1
1101364,26,29,1987,7,female,1865,51,24,7,0,0,0,7,0
1122742,30,26,1983,11,male,668,51,34,7,4,0,0,7,4
1743483,33,13,1980,3,female,198,50,42,7,4,0,0,7,4
1421656,53,1,1960,1,male,1814,51,4,7,6,1,6,6,0
1813190,21,23,1992,8,male,1495,50,18,7,18,0,3,7,15
2083304,49,15,1964,10,male,305,51,36,7,8,4,0,3,8
1059950,56,16,1957,7,male,228,51,21,7,20,4,7,3,13
1182962,15,4,1998,8,male,396,51,49,7,1,7,0,0,1
1222647,32,16,1981,9,male,850,50,25,7,0,7,0,0,0
1802306,16,21,1997,1,male,807,51,40,7,1,7,1,0,0
1559204,24,1,1989,11,female,339,50,41,7,2,7,2,0,0
1111339,25,7,1988,12,female,1672,51,24,7,4,7,4,0,0
1337825,47,12,1966,8,male,626,50,29,7,3,7,2,0,1
1241689,53,15,1960,3,male,132,51,44,7,9,7,9,0,0
1085052,54,11,1959,2,female,407,50,27,7,5,7,5,0,0
1595473,42,20,1971,1,female,91,51,30,7,5,7,3,0,2
1185740,16,8,1997,11,male,312,50,32,7,47,7,43,0,4
1134740,23,21,1990,3,male,913,51,28,7,12,7,7,0,5
1478514,25,28,1988,10,male,426,51,33,7,20,7,12,0,8
2174872,40,4,1973,7,male,85,51,34,7,13,7,5,0,8
2121747,40,22,1973,11,male,782,50,24,7,19,7,13,0,6
1116531,16,28,1997,8,male,349,51,46,8,1,0,1,8,0
1104804,20,20,1993,2,male,1729,51,15,8,0,0,0,8,0
1680944,25,22,1988,1,male,576,50,24,8,2,0,0,8,2
1079009,27,18,1986,10,male,1480,51,18,8,4,0,2,8,2
1131642,28,28,1985,4,female,1707,51,25,8,6,0,0,8,6
1055974,53,19,1960,9,female,1589,51,28,8,7,0,0,8,7
1225773,68,3,1945,12,male,530,50,15,8,14,0,0,8,14
1148590,19,4,1994,9,male,789,51,24,8,3,4,2,4,1
2184478,26,31,1987,1,male,394,51,38,8,6,3,5,5,1
1771698,71,30,1942,10,female,682,50,22,8,22,5,19,3,3
1941235,31,1,1982,6,female,535,51,27,8,0,7,0,1,0
1158227,61,13,1952,1,male,489,51,41,8,1,8,1,0,0
1136226,23,5,1990,11,female,854,50,29,8,0,8,0,0,0
1027514,27,7,1986,8,male,78,50,45,8,2,8,1,0,1
